Question,Answer
What does the ' setting up a multistep sensitivity analysis' section cover?,setting multistep sensitivity analysis select schematic menu simulator choose analysis select ac dc noise transient tf tab required dene analysis required monte carlo multistep analysis group check enable multistep box press dene button open
What does the ' setting up a single step sensitivity analysis ' section cover?,dc sensitivity waveforms created single analysis
What does the ' analysing montecarlo results' section cover?,analysing montecarlo results
What does the ' plots' section cover?,random probes function arbitrary expressions xy plots
What does the ' creating histograms' section cover?,creating histograms see performance analysis histograms
What does the ' log file ' section cover?,monte carlo log file monte carlo analysis run log le created details device values changed changed two versions log le created one plain text called simplismcloglog html format called simplismcloghtml view html log le select menu monte carlo view log file example shown
What does the ' analysing sensitivity and worstcase results ' section cover?,analysing sensitivity worstcase results
What does the ' plots' section cover?,random probes function arbitrary expressions xy plots
What does the ' reports' section cover?,reports sensitivity analysis interactive table sensitivity analysis interactive table may opened using menu simulator reports sensitivity interactive table show something like
What does the 'optimisation' section cover?,introduction optimisation process adjusting design order maximise minimise measured characteristic example power consumption bandwidth simetrix simetrixsimplis includes optimisation feature perform process automatically characteristic optimised objective function dened along parameters may varied optimisation process addition number constraints may also dened constraint inequality relationship dene measurement specied value example objective function might minimise power consumption objective amplier retaining minimum bandwidth maximum noise factor constraints optimiser works simetrix simplis simulators optimisation measurements objective constraints may made using multiple analyses required optimiser may setup using simple gui nal results generated form html report
What does the ' introduction ' section cover?,simetrix chapter introduction
What does the ' a first example simetrix ' section cover?,first example simetrix
What does the ' running first example ' section cover?,first example simetrix
What does the ' running first examplehtml report' section cover?,first example simetrix
What does the ' running first examplemore runs' section cover?,first example simetrix
What does the ' a simplis example' section cover?,simplis example
What does the ' running simplis example' section cover?,simplis example
What does the ' curve fitting example simetrix ' section cover?,curve fitting example simetrix iteration phasemargin gainmargin loadresponse first
What does the ' running curve fitting example simetrix' section cover?,curve fitting example simetrix iteration phasemargin gainmargin loadresponse first
What does the ' optimiser gui description ' section cover?,optimiser gui description
What does the ' circuit denition' section cover?,circuit denition circuit denition section associated schematic may dened opened optimiser gui works single schematic gui denes analyses run overriding denitions schematic
What does the ' optimiser options ' section cover?,optimiser algorithms
What does the ' parameters ' section cover?,parameters expressions
What does the ' specication viewtable ' section cover?,selecting model specication classes part select model based desired specication example looking nchannel power fet v max vds rdson less
What does the ' specication viewbuttons' section cover?,selecting model specication classes part select model based desired specication example looking nchannel power fet v max vds rdson less
What does the ' data view' section cover?,data view data view used store data items used purpose especially curve tting data may entered text le extracted curve using graphical extraction tool resulting data referenced single variable measurement note data objects currently supported simetrix simulations
What does the ' data viewcreating a data object' section cover?,data view creating data object create data object must source le may either text le containing xy data columns example
What does the ' measurement functions' section cover?,measurement functions measurement functions requirements goal functions used histogram generation performance analysis details available functions refer goal functions
What does the ' optimiser algorithms' section cover?,optimiser algorithms
What does the ' experimental algorithms ' section cover?,optimiser algorithms
What does the 'veriloghdl simulation' section cover?,using veriloghdl simetrix schematics
What is the overview of  overview?,overview process installing third party spice models always fundamentally tricky one
What does the ' documentation ' section cover?,simetrixsimplis documentation
What does the ' supported verilog simulators' section cover?,supported verilog simulators supply two alternative open source verilog simulators namely gpl cver pragmatic c software icarus verilog stephen williams simulators installed congured ready use conguration external simulator user denable vpi compliant simulators setup
What does the ' basic operation ' section cover?,basic operation support verilog designs simetrix new device called vsxa vsxa device dened model statement turn species verilog design le verilog le expected contain
What does the ' using veriloghdl in simetrix schematics' section cover?,using veriloghdl simetrix schematics
What does the ' creating schematic symbols' section cover?,creating models
How can  editing parameters  be edited?,editing menu system
What does the ' module cache' section cover?,module cache
What does the ' operation' section cover?,backannotate schematic simply select menu simulator initial conditions backannotate notice second two activity schematic operation complete note simetrixsimplis distinguish initial conditions backannotated initial conditions applied manually running backannotation algorithm able restore initial condition value set however use undo normal way fact backannotation operation reversed single undo operation
What does the ' simulation options ' section cover?,simulation options
What does the ' verilog simulator' section cover?,vpi simetrix communicates verilog simulator using verilog procedural interface vpi vpi allows external program communicate verilog simulator diagram shows program structure vsxdvpi dllshared library provided part simetrix loaded external verilog simulator runs verilog processs memory space vsxdvpi uses vpi interface send events verilog simulator respond events generated verilog simulator interrogate verilog simulator details users verilog module vsxdvpi able respond events verilog simulation cause change output port send changes simetrix simulator conversely simetrix simulator detects changes input port noties vsxdvpi noties verilog simulator vsxdvpi also able enumerate ports parameters verilog module report information back simetrix process performed simulation starts order build nal verilog top level design
What does the ' timing resolution ' section cover?,timing resolution verilog simulations use bit integer values throughout includes time convert real time value time tick needs dened timing resolution dened default value fs benet changing unless simulation runs longer x fs approximately seconds note timescale setting used dene values delays etc within module affected setting
What does the ' open console for verilog process ' section cover?,open console verilog process set check box console window open run messages generated verilog simulation displayed window
What does the ' tutorial ' section cover?,introduction chapter covers number tutorials help get started simetrix tutorial designed total novices may wish skip tutorial already experience spice type programs tutorial assumes grasped basics using schematic editor dont worry setting analyses characteristics input stimulus v tutorial procedures explained experienced circuit designer never used circuit simulator recommend read simulation novice familiarise concepts simulation may alien used traditional methods evaluating circuits
What does the ' procedure' section cover?,tutorial simple ready run circuit wire capacitor c shown using similar procedure resistor r
What does the ' verilog simulator interface ' section cover?,verilog simulator interface section describe details verilog interface works
What does the ' vpi ' section cover?,vpi simetrix communicates verilog simulator using verilog procedural interface vpi vpi allows external program communicate verilog simulator diagram shows program structure vsxdvpi dllshared library provided part simetrix loaded external verilog simulator runs verilog processs memory space vsxdvpi uses vpi interface send events verilog simulator respond events generated verilog simulator interrogate verilog simulator details users verilog module vsxdvpi able respond events verilog simulation cause change output port send changes simetrix simulator conversely simetrix simulator detects changes input port noties vsxdvpi noties verilog simulator vsxdvpi also able enumerate ports parameters verilog module report information back simetrix process performed simulation starts order build nal verilog top level design
What does the ' interface conguration ' section cover?,conguration settings
What does the ' launch script' section cover?,launch script launch script simetrix script called simetrix responsible starting verilog process usually via shell function launch script knows command line syntax verilog simulator details launch script see script used launch gpl cver simulator
What does the ' verilog simulation preparation' section cover?,verilog simulation preparation simetrix netlists instantiate number verilog designs multiple instances verilog module multiple module designs order verilog simulator able handle multiple instances needs presented top level module denes interconnections top level module generated automatically simetrix simulation run called default vsxrootv chapter sundry topics
What does the 'sundry topics' section cover?,sundry topics
What does the ' saving and restoring sessions ' section cover?,saving restoring sessions
What is the overview of  overview?,overview process installing third party spice models always fundamentally tricky one
What does the ' saving a session' section cover?,saving session select menu file save session
What does the ' restoring a session ' section cover?,saving session select menu file save session
What does the ' where is session data stored ' section cover?,session data stored session data stored following directory applicationdatasession applicationdata simetrix application data directory see application data directory details
What does the ' symbolic path names' section cover?,symbolic path names
What is the overview of  overview?,overview process installing third party spice models always fundamentally tricky one
What does the ' denition' section cover?,template property function restore properties according local symbol denition stored schematic wont necessarily global denition symbol library information see symbols stored
What does the ' conguration file example' section cover?,conguration settings
What does the ' using symbolic names' section cover?,symbolic path names
What does the ' simetrix command line parameters' section cover?,command line command line top command shell see diagram vast majority operations simetrix executed menus predened keys require use command line however advanced operations require use command line command line run script internal command also dene new menu call script command series commands fact built menu keys fact dened commands scripts denitions changed well new ones dened see editing menu system details available commands given command function reference remainder documented script reference manualcommand reference
What does the ' using startupini' section cover?,using startupini startup parameters also specied le called startupini must located directory simetrixexe format le follows startup settings settings combination following startupscriptstartupscript equivalent command line useprevinst equivalent command line inhibitsplash equivalent n command line configlocconfiglocation equivalent c command line featuresfeatures equivalent f command line
What does the ' conguration settings ' section cover?,conguration settings
What is the overview of  overview?,overview process installing third party spice models always fundamentally tricky one
What does the ' default conguration location' section cover?,default conguration location default simetrix stores conguration settings single le le located simetrixappdatadircongbasesxprj see application data directory location simetrixappdatadir
What does the ' application data directory ' section cover?,session data stored session data stored following directory applicationdatasession applicationdata simetrix application data directory see application data directory details
What does the ' specifying other locations for cong settings' section cover?,specifying locations cong settings specify alternative locations conguration settings done c switch command line congloc setting startupini le see simetrix command line parameters details
What does the ' options ' section cover?,simulation options
What is the overview of  overview?,overview process installing third party spice models always fundamentally tricky one
What does the ' using the options dialog ' section cover?,seconds update period xed probe graphs options dialog pspicecompatibility numeric default value global default value simulator option options name see options dialog miscellaneous options options dialog rebuildcong boolean defaulttrue see auto conguration options
What does the ' using the set and unset commands' section cover?,overview number options affecting aspects simetrix many may viewed adjusted using options dialog box others accessed command line using set unset commands
What does the ' startup auto conguration ' section cover?,startup auto conguration
What is the overview of  overview?,overview process installing third party spice models always fundamentally tricky one
What does the ' what is set up ' section cover?,verilog simulator interface sweep mode select parameter set start value stop value respectively set number steps parameters set parameter name duty ok dialog boxes carried step previous section internal verilog nodes remember remove capacitor restore connection u u internal verilog node run simulation plot relay drive see three curves
What does the ' auto conguration options' section cover?,startup auto conguration
How do you install the  installationcustomising ?,install cd xii chapter welcome simple tutorial see tutorial introduction basic guidance main features see getting started detailed documentation refer one following schematic editor gui environment simetrix simulator analysis modes simplis simulator analysis modes installing models finding placing parts waveform viewer
What does the ' colours and fonts' section cover?,colours fonts
What does the ' colours ' section cover?,colours fonts
What does the ' fonts' section cover?,colours fonts
What does the ' startup script' section cover?,startup script startup script executed automatically time simetrix launched default called startupsxscr name changed options dialog box file options general startup le may reside script directory dened scriptdir option variable user script directory dened userscriptdir option variable common use startup script dene custom menus keys commands placed edit startup script select file options edit startup script menu item
What does the ' international character sets ' section cover?,international character sets simetrix schematic editor waveform viewer text editors support international character sets means language displayed tools section describes issues regard international character support
What does the ' character encoding ' section cover?,character encoding choice character encoding scheme affects international character sets stored displayed simplest encoding scheme ascii supports total printable characters adequate displaying anything english text older versions simetrix used code page based encoding required language selection made system level example japanese user would select japanese code page would able display japanese characters schematics like worked reasonably well schematic drawn japanese user would display correctly system setup user whose native language japanese code page based encoding superseded unicode character encoding scheme unicode scheme supports character sets worldwide require setting systemlevel code pages number variants unicode distinguished method encoding approximately million characters byte sequences far widely used utf utf uses bit character encoding compatible ascii ascii subset utf text le containing pure ascii characters also valid utf le
What does the ' simetrix character encoding ' section cover?,character encoding choice character encoding scheme affects international character sets stored displayed simplest encoding scheme ascii supports total printable characters adequate displaying anything english text older versions simetrix used code page based encoding required language selection made system level example japanese user would select japanese code page would able display japanese characters schematics like worked reasonably well schematic drawn japanese user would display correctly system setup user whose native language japanese code page based encoding superseded unicode character encoding scheme unicode scheme supports character sets worldwide require setting systemlevel code pages number variants unicode distinguished method encoding approximately million characters byte sequences far widely used utf utf uses bit character encoding compatible ascii ascii subset utf text le containing pure ascii characters also valid utf le
What does the ' compatibility with older versions ' section cover?,compatibility older versions noted previously older versions simetrix version
What does the ' text editors ' section cover?,text editors simetrix text editors detect nonutf characters le attempt interpret correctly default text editors assume le encoded using local codepage change using setdefaultencoding command refer script reference manual information
How do you install the installation and licensing?,installation licensing
What does the ' install cd' section cover?,install cd install cd contains installation les also contains useful material model documentation script source longer supply physical cd full cd content may accessed web site web browseable version well downloadable iso le allowing burn cd cd content may found web site navigating httpwwwsimetrixcoukappproductinstallationhtm able nd download links page version interest aware username password required access download links pages please contact supportsimetrixcouk assistance copyright simetrix technologies ltd copyright simplis technologies inc simetrixsimplis
What is Simetrix,SIMetrix is a mixed-signal circuit simulator designed for ease and speed of use.
What are the Simetrix Features,"Features
- Closely coupled direct matrix analog and event driven digital simulator.
- Fully integrated hierarchical schematic editor, simulator and graphical post-processor.
- Superior convergence for both DC and transient analyses.
- Advanced swept analyses for AC, DC, Noise and transfer function. 6 different modes available.
- Real time noise analysis allowing noise simulation of oscillators and sampled data systems.
- Support for IC design models such as BSIM3/4, VBIC and Hicum.
- Cross probing of voltage, current and device power from schematic. Current and power available for
sub-circuits.
- Monte Carlo analysis including comprehensive tolerance specification features.
- Full featured scripting language allowing customised waveform analysis and automated simulation
- Verilog-A Analog Hardware Description Language
- Mixed signal simulation using Verilog-HDL
- Functional modelling with arbitrary non-linear source and arbitrary linear s-domain transfer
function.
- Arbitrary logic block for definition of any digital device using descriptive language. Supports
synchronous, asynchronous and combinational logic as well as ROMS and RAMs.
- Models for saturable magnetic parts including support for air-gaps.
- User definable fixed and popup menus and key definitions."
What is Simplis,"SIMPLIS is a circuit simulator designed for rapid modelling of switching power systems. An acronym for
�SIMulation for Piecewise LInear System�, it is supplied with our SIMetrix/SIMPLIS product range."
Why simulate,"Integrated circuit designers have been using analog simulation software for nearly five decades. The
difficulty of bread-boarding and high production engineering costs have made the use of such software
essential."
What are the system requirements,"Windows 11 Home, Pro (including variants) and Enterprise
Windows 10 Home, Pro and Enterprise - 64 bit editions

SIMetrix will run satisfactorily on any system that meets all the following requirements:
1. The system is running one of supported operating systems listed above
2. The system meets the minimum hardware requirement for the operating system
3. The system�s display has a"
Where do I find tutorials,"On Windows the example files are distributed as packages and are installed under
C:\ProgramData\SIMetrix Technologies\SIMetrix900\Updater\installed but it is not intended that they are
used from that location. Instead they will be copied to your �My Documents- folder when SIMetrix starts
for the first time, but only if you accept the option to do so."
What is a tutorial,"This tutorial demonstrates a basic simulation on a ready to run to circuit. All you need to do is load the
circuit and press F9 to run it. We will then make a few changes to the circuit and make some extra plots."
How do I create a schematic,"The schematic editor has been designed to be intuitive to use and you may not need to read too much about
it. Here we describe the less obvious procedures.If you have SIMetrix/SIMPLIS, make sure you are in the
correct mode before entering a schematic. See above section."
How do I place a part,"If it is a simple device which only needs a value such as a resistor or capacitor, select the appropriate
symbol from the tool bar or Place menu. For other devices that require a part number, it is easiest to use
the model library browser. Select menu Place | From Model Library and select your desired device."
How do I change a part,"First select it then double click or select schematic popup Edit Part... or press F7. A dialog box
appropriate for the type of part will be displayed. For devices requiring a model name, a list of available
types will appear."
"How do I rotate, mirror, flip, or transform a part","Use the Rotate toolbar button (see diagram above) or key F5 to rotate a part.
This operation can be performed while a part is being placed or while a block is being moved or copied
(see below).
You can also select a part or block then press the rotate button/key to rotate in-situ.
To mirror a part or block through the y-axis, press the Mirror toolbar button or F6 key.
To flip a part or block (mirror about x-axis), press Flip button or press shift-F6."
How do I add wiring,"There are a number of ways of placing a wire:
Method 1: Place the mouse cursor close to an unselected symbol pin or wire end. Notice the cursor shape
change to depict a pen symbol. Now left click to mark the start point then left click again to mark the final
point. SIMetrix will automatically route the wire for you. You can also mark intermediate points if you
would prefer to define the precise route rather than accept the auto-routed connection.
Method 2: If you have a three button mouse or scroll wheel mouse you can start a wire by clicking the
middle button/scroll wheel. Clicking the middle button or scroll wheel a second time will complete the
wire and start a new one. Click the right button or press escape to terminate wiring.
Method 3: Start a wire by pressing F3 or double clicking the left button. Single clicking the left button will
complete the wire and start a new one. Click the right button or press escape to terminate wiring.
Method 4: Press the Wiring tool button on the toolbar. You can start a wire by single clicking the left
button, otherwise continue as described above. Press the Wire button again to cancel this mode."
What are the circuit rules,"The following design rules must be observed for the simulation to run correctly. Note that most circuits
obey them anyway and they do not impose serious limitations on the capability of the simulator.
- There must always be at least one ground symbol on every circuit.
- Every node on the circuit must have a dc path to ground. For example, two capacitors in series form
a node which does not have DC path to ground. If you do have a floating node, you can provide a
DC path to ground by connecting a high value resistor (e.g. 1G) between it and ground. Capacitors
without initial conditions do not have a DC path. But if you set an initial condition on a capacitor a
DC path is formed and this method is an alternative to using a resistor to provide a DC path.
Also note that inductors with an initial condition do not have a DC path. This is because they are
treated as a constant current during the calculation of the DC bias point.
If using a high value resistor to make a DC path for a transformer winding, we recommend that you
also place a low value capacitor in parallel with it. This is not always necessary but can help avoid
problems with transient analysis convergence. It is best to choose a realistic value that would
represent what the capacitance would really be in the real-world circuit.
- There must not be any zero resistance loops constructed from voltage sources, inductors without
initial conditions or capacitors with initial conditions. If you do have such loops you can insert a low
value resistor. You should choose a value that represents what the resistance would be in the real
world, e.g. the actual winding resistance of an inductor, and never use an unrealistically small value.
Very small resistances (e.g. 1 fempto-Ohm) can cause convergence problems.
For loops containing inductors you can break the loop by adding an initial condition to the inductor
instead of adding a resistor.
Failure to observe the above usually leads to a Singular Matrix error."
How do I set up a SIMEtrix Simulation,"In this section we explain how to setup the most commonly used analysis modes in both SIMetrix and
SIMPLIS (SIMetrix/SIMPLIS product only)
For more comprehensive details on analysis modes, see Analysis Modes for SIMetrix and SIMPLIS
Analysis Modes for SIMPLIS ."
How do I run the simulator,"You can run the simulator using a number of methods:
- Select the Simulator | Run Schematic menu item
- Press F9
- Click the Run button in the Simulator | Choose Analysis... dialog box
- Click on the play button
A dialog box will show the status of the simulation.
You can pause the simulation by selecting the Pause button on the simulator status dialog box. To restart
select the Resume button (the Pause button changes name when simulation pauses) or the Simulator |
Resume menu item. There is no obligation to resume a simulation that has been paused. If you start a new
run after having paused the previous one, you will be asked whether you wish to abandon the pending
simulation run."
How do I plot results,"SIMetrix provides two methods of creating plots of simulated results.
The first approach is to fix voltage or current probes to the schematic before or during a run. SIMetrix will
then generate graphs of the selected voltages and/or currents automatically. The probes have a wide range
42
SIMetrix/SIMPLIS User�s Manual
4.6. Plotting Simulation Results
of options which allow you to specify - for example - how the graphs are organised and when and how
often they are updated.
The second approach is to randomly probe the circuit after the run is complete. (You can also do this
during a run by pausing first). With this approach, the graph will be created as you point the probe but will
not be updated on a new run.
You do not need to make any decisions on how you wish to probe your circuit before starting the run. You
can enter a circuit without any fixed probes, run it, then randomly probe afterwards. Alternatively, you can
place - say - a single fixed probe on an obvious point of interest, then randomly probe to investigate the
detailed behaviour of your circuit.
Fixed schematic probes are limited to single ended voltages and currents and differential voltages. The
random probing method allows you to plot anything you like including device power, FFTs, arbitrary
expressions of simulation results and X-Y plots such as Nyquist diagrams. It is possible to set up fixed
probes to plot arbitrary expressions of signals but this requires manually entering the underlying simulator
command, the .GRAPH control. There is no direct schematic support for this. For details of the .GRAPH
control see the �Command Reference- chapter of the Simulator Reference Manual."
